자치구,법정동,아파트,년,거래건수,평균거래금액,최근거래일,가격대
성동구,옥수동,래미안 옥수 리버젠,2024,77,177641.55844155845,2024-12-13,15억~20억
강남구,개포동,래미안블레스티지,2024,76,247556.57894736843,2024-12-19,20억 이상
노원구,중계동,주공5,2024,76,64671.05263157895,2024-12-21,10억 미만
강남구,개포동,성원대치2단지아파트,2024,76,119607.5,2024-12-25,10억~15억
양천구,신월동,신월시영,2024,76,51067.76315789474,2024-12-13,10억 미만
성동구,금호동1가,이편한세상금호파크힐스,2024,76,153131.57894736843,2024-12-01,15억~20억
송파구,송파동,가락삼익맨숀,2025,76,210695.3947368421,2025-12-27,20억 이상
구로구,개봉동,한마을,2024,76,72998.02631578948,2024-12-23,10억 미만
노원구,월계동,한진한화그랑빌,2023,76,75100.52631578948,2023-12-20,10억 미만
강동구,고덕동,고덕센트럴푸르지오,2025,76,124757.8947368421,2025-12-22,10억~15억
동작구,상도동,e편한세상상도노빌리티,2025,76,173923.68421052632,2025-12-18,15억~20억
강서구,등촌동,주공3,2025,76,77863.81578947368,2025-12-20,10억 미만
강북구,미아동,삼각산아이원,2025,76,68886.57894736843,2025-12-25,10억 미만
양천구,신정동,목동힐스테이트,2025,76,176896.05263157896,2025-12-27,15억~20억
양천구,신정동,신트리4,2025,76,59928.28947368421,2025-12-27,10억 미만
동작구,흑석동,흑석한강센트레빌Ⅱ,2025,76,176300.0,2025-12-27,15억~20억
동작구,사당동,사당자이,2025,75,96049.33333333333,2025-12-04,10억 미만
동작구,흑석동,아크로리버하임,2025,75,256780.0,2025-10-16,20억 이상
동대문구,답십리동,청계한신휴플러스,2025,75,117499.33333333333,2025-12-13,10억~15억
서초구,반포동,래미안퍼스티지,2025,75,565137.3333333334,2025-12-19,20억 이상
구로구,구로동,신도림태영타운,2025,75,109156.66666666667,2025-12-24,10억~15억
송파구,거여동,송파시그니처롯데캐슬,2024,75,128409.26666666666,2024-12-17,10억~15억
마포구,대흥동,대흥동태영아파트,2025,75,158180.66666666666,2025-12-15,15억~20억
동대문구,휘경동,휘경SK뷰,2025,75,115746.0,2025-12-09,10억~15억
송파구,잠실동,레이크팰리스,2024,75,234562.66666666666,2024-12-19,20억 이상
도봉구,창동,창동주공3단지(해등마을),2024,75,58108.8,2024-12-28,10억 미만
강남구,수서동,까치마을,2024,75,99106.66666666667,2024-12-22,10억 미만
동작구,사당동,신동아4,2025,75,115701.33333333333,2025-12-20,10억~15억
동대문구,전농동,래미안크레시티,2023,74,115708.1081081081,2023-12-11,10억~15억
송파구,거여동,거여1단지,2025,74,76671.62162162163,2025-12-24,10억 미만
은평구,불광동,북한산현대힐스테이트3차아파트,2025,74,82206.75675675676,2025-12-27,10억 미만
은평구,녹번동,힐스테이트녹번,2025,74,111991.8918918919,2025-12-27,10억~15억
동대문구,장안동,래미안장안2차,2024,74,91349.86486486487,2024-12-21,10억 미만
성동구,금호동1가,이편한세상금호파크힐스,2023,73,141419.1780821918,2023-12-02,10억~15억
송파구,장지동,송파더센트레,2024,73,100804.1095890411,2024-12-31,10억~15억
영등포구,당산동4가,당산현대5차,2025,73,140626.02739726027,2025-12-20,10억~15억
동대문구,답십리동,답십리파크자이,2025,73,113235.61643835617,2025-12-23,10억~15억
동대문구,용두동,LOFT129,2025,73,29085.13698630137,2025-12-22,10억 미만
강북구,미아동,포르투나,2023,73,32906.16438356164,2023-06-27,10억 미만
강남구,수서동,까치마을,2023,73,94234.93150684932,2023-12-27,10억 미만
노원구,상계동,포레나노원,2025,73,102336.8493150685,2025-12-12,10억~15억
성동구,금호동4가,서울숲푸르지오,2025,73,184260.27397260274,2025-10-15,15억~20억
성동구,행당동,대림e-편한세상,2023,73,102728.76712328767,2023-12-16,10억~15억
송파구,거여동,송파시그니처롯데캐슬,2025,73,163401.3698630137,2025-12-31,15억~20억
양천구,신정동,목동신시가지14,2024,73,159110.95890410958,2024-12-06,15억~20억
양천구,신정동,래미안목동아델리체(101동~118동),2025,73,159580.8219178082,2025-11-27,15억~20억
구로구,구로동,주공1,2025,72,81151.38888888889,2025-11-25,10억 미만
서대문구,홍제동,서대문푸르지오센트럴파크,2025,72,122525.0,2025-12-15,10억~15억
양천구,목동,목동신시가지7,2024,72,197814.58333333334,2024-12-23,15억~20억
동대문구,제기동,한신아파트,2025,72,86295.83333333333,2025-12-30,10억 미만
성동구,성수동1가,트리마제,2025,72,382270.8333333333,2025-12-05,20억 이상
마포구,도화동,삼성,2025,72,166122.22222222222,2025-10-17,15억~20억
중구,만리동2가,서울역센트럴자이,2024,72,153150.0,2024-12-16,15억~20억
노원구,중계동,중계무지개,2023,72,47247.22222222222,2023-11-23,10억 미만
노원구,상계동,상계주공7(고층),2024,72,54085.97222222222,2024-12-28,10억 미만
서대문구,북아현동,힐스테이트신촌,2024,72,126822.22222222222,2024-12-21,10억~15억
마포구,신수동,신촌숲아이파크,2024,71,168057.04225352113,2024-12-13,15억~20억
동작구,상도동,힐스테이트 상도 프레스티지,2025,71,158274.64788732395,2025-12-31,15억~20억
영등포구,여의도동,시범,2025,71,283260.5633802817,2025-11-25,20억 이상
관악구,신림동,힐스테이트뉴포레,2025,71,111891.54929577465,2025-12-13,10억~15억
노원구,하계동,장미(시영6),2024,71,49876.05633802817,2024-12-30,10억 미만
광진구,구의동,래미안파크스위트,2025,71,146428.1690140845,2025-12-28,10억~15억
중구,신당동,래미안하이베르,2025,71,128349.2957746479,2025-12-16,10억~15억
용산구,도원동,삼성래미안,2025,71,140263.38028169013,2025-12-26,10억~15억
동작구,상도동,포스코더샵,2024,71,124487.32394366198,2024-12-30,10억~15억
강남구,개포동,래미안블레스티지,2025,71,330309.8591549296,2025-12-27,20억 이상
동작구,신대방동,우성1차,2025,71,120915.49295774648,2025-12-23,10억~15억
관악구,봉천동,봉천우성,2024,71,77069.71830985915,2024-12-25,10억 미만
성북구,상월곡동,동아에코빌,2024,71,64764.08450704225,2024-12-27,10억 미만
관악구,봉천동,관악푸르지오,2023,71,76936.61971830986,2023-12-23,10억 미만
동작구,흑석동,아크로리버하임,2024,71,212291.54929577466,2024-12-30,20억 이상
구로구,고척동,대우,2025,71,62088.028169014084,2025-12-20,10억 미만
노원구,상계동,상계주공9(고층),2024,71,50205.633802816905,2024-12-25,10억 미만
서대문구,북아현동,신촌푸르지오,2025,71,161470.42253521126,2025-10-18,15억~20억
강서구,등촌동,주공5,2025,71,74285.21126760563,2025-12-12,10억 미만
서대문구,홍제동,홍제센트럴IPARK,2025,70,123895.71428571429,2025-12-13,10억~15억
용산구,서계동,어반허브서울스테이션(UrbanHubSeoulStation),2025,70,42526.42857142857,2025-08-04,10억 미만
광진구,광장동,현대3,2025,70,149444.2857142857,2025-12-13,10억~15억
구로구,개봉동,현대,2024,70,77444.28571428571,2024-12-19,10억 미만
동작구,사당동,사당우성3,2025,70,118772.14285714286,2025-12-27,10억~15억
송파구,장지동,송파더센트레,2025,70,120295.71428571429,2025-12-11,10억~15억
송파구,잠실동,레이크팰리스,2023,70,202175.7142857143,2023-12-29,20억 이상
동대문구,전농동,전농우성,2025,70,63564.28571428572,2025-12-27,10억 미만
영등포구,당산동,강변래미안,2025,70,143397.14285714287,2025-12-19,10억~15억
도봉구,창동,주공17단지,2023,70,34174.71428571428,2023-12-20,10억 미만
성동구,옥수동,옥수삼성,2024,70,148254.2857142857,2024-12-28,10억~15억
서대문구,남가좌동,DMC파크뷰자이2단지,2025,70,131330.0,2025-12-20,10억~15억
강남구,개포동,개포자이프레지던스,2025,69,338028.9855072464,2025-12-19,20억 이상
마포구,염리동,마포자이더센트리지(102동~112동),2025,69,183265.21739130435,2025-12-05,15억~20억
중구,신당동,현대,2025,69,98967.39130434782,2025-12-15,10억 미만
서초구,서초동,래미안 리더스원,2024,69,296892.02898550726,2024-12-31,20억 이상
마포구,성산동,성산시영(유원),2025,69,131394.20289855072,2025-12-17,10억~15억
영등포구,대림동,현대3차,2024,69,80601.44927536232,2024-12-22,10억 미만
은평구,녹번동,북한산푸르지오,2025,69,103110.14492753622,2025-12-24,10억~15억
은평구,응암동,힐스테이트녹번역,2025,69,116012.31884057971,2025-12-26,10억~15억
강서구,화곡동,"우장산아이파크,이편한세상",2023,69,106905.79710144928,2023-12-27,10억~15억
노원구,상계동,상계주공16(고층),2024,69,45866.666666666664,2024-12-19,10억 미만
동작구,노량진동,신동아리버파크,2024,69,100451.44927536232,2024-12-28,10억~15억
종로구,무악동,인왕산아이파크,2025,69,136618.84057971014,2025-10-19,10억~15억
동작구,사당동,극동(105),2024,69,95694.20289855072,2024-12-20,10억 미만
성북구,길음동,길음뉴타운6단지(래미안),2025,69,114135.50724637682,2025-12-30,10억~15억
관악구,봉천동,두산,2024,69,93037.68115942029,2024-12-28,10억 미만
중구,만리동2가,서울역센트럴자이,2025,68,177074.26470588235,2025-11-15,15억~20억
서대문구,북아현동,신촌헤리센트,2024,68,42452.029411764706,2024-12-31,10억 미만
노원구,공릉동,풍림아파트A,2025,68,75008.08823529411,2025-12-19,10억 미만
영등포구,신길동,힐스테이트클래시안,2024,68,126386.76470588235,2024-12-28,10억~15억
성동구,상왕십리동,텐즈힐(2단지),2025,68,177801.4705882353,2025-12-29,15억~20억
성동구,하왕십리동,벽산,2025,68,122937.5,2025-12-26,10억~15억
구로구,신도림동,동아1,2025,68,118405.14705882352,2025-12-29,10억~15억
성북구,돈암동,한신,2024,68,76494.85294117648,2024-12-17,10억 미만
성북구,길음동,길음뉴타운9단지(래미안),2025,68,111992.64705882352,2025-12-25,10억~15억
노원구,월계동,동신,2025,68,70752.94117647059,2025-12-10,10억 미만
강남구,세곡동,세곡푸르지오,2025,68,153272.0588235294,2025-11-15,15억~20억
강서구,방화동,마곡중앙하이츠아파트,2025,68,50709.55882352941,2025-12-22,10억 미만
노원구,월계동,현대,2025,67,73529.85074626865,2025-12-30,10억 미만
강동구,고덕동,아남1,2025,67,108314.92537313433,2025-12-27,10억~15억
성동구,금호동3가,두산,2024,67,104364.17910447762,2024-12-30,10억~15억
노원구,상계동,상계주공2(고층),2025,67,50534.17910447761,2025-12-23,10억 미만
강북구,미아동,꿈의숲해링턴플레이스,2025,67,85653.73134328358,2025-12-30,10억 미만
강북구,미아동,두산위브트레지움,2025,67,77863.4328358209,2025-12-30,10억 미만
영등포구,당산동5가,당산삼성래미안4차,2025,67,201117.91044776118,2025-12-29,20억 이상
강남구,대치동,은마,2025,67,342511.94029850746,2025-12-12,20억 이상
강남구,수서동,신동아,2025,67,132268.6567164179,2025-12-12,10억~15억
성북구,길음동,길음뉴타운8단지(래미안),2024,67,99617.9104477612,2024-12-26,10억 미만
동작구,사당동,삼성래미안,2025,67,127131.34328358209,2025-12-29,10억~15억
중구,황학동,롯데캐슬,2024,67,99837.16417910448,2024-12-24,10억 미만
광진구,구의동,구의현대2단지,2025,67,173646.26865671642,2025-12-24,15억~20억
관악구,봉천동,두산,2023,67,82938.80597014926,2023-12-22,10억 미만
송파구,신천동,장미1,2025,67,293825.37313432834,2025-12-13,20억 이상
서대문구,북가좌동,DMC래미안e편한세상,2023,67,107422.3880597015,2023-12-20,10억~15억
서대문구,영천동,독립문삼호,2025,67,109701.49253731343,2025-12-20,10억~15억
영등포구,영등포동7가,아크로타워스퀘어,2024,66,147390.15151515152,2024-12-29,10억~15억
서초구,서초동,삼풍아파트,2024,66,313272.7272727273,2024-12-13,20억 이상
영등포구,양평동5가,양평한신,2024,66,90609.09090909091,2024-12-24,10억 미만
마포구,아현동,마포래미안푸르지오2단지,2025,66,215159.0909090909,2025-10-17,20억 이상
영등포구,양평동3가,양평현대6차,2025,66,105201.51515151515,2025-11-29,10억~15억
영등포구,당산동5가,당산삼성래미안4차,2024,66,175239.39393939395,2024-12-31,15억~20억
관악구,봉천동,e편한세상서울대입구1단지,2025,66,125837.87878787878,2025-12-15,10억~15억
관악구,봉천동,관악드림(동아),2023,66,78125.75757575757,2023-12-30,10억 미만
도봉구,창동,주공17단지,2024,66,34030.30303030303,2024-12-21,10억 미만
양천구,신월동,목동센트럴아이파크위브2단지,2024,66,95666.66666666667,2024-12-14,10억 미만
금천구,가산동,두산,2025,66,67417.42424242424,2025-12-10,10억 미만
마포구,도화동,도화동현대,2025,66,130431.81818181818,2025-12-17,10억~15억
송파구,방이동,올림픽선수기자촌2단지,2025,66,291116.6666666667,2025-12-27,20억 이상
서대문구,홍제동,홍제한양,2025,66,76840.15151515152,2025-12-25,10억 미만
구로구,구로동,신도림태영타운,2024,66,96169.69696969698,2024-12-29,10억 미만
노원구,중계동,중계그린1단지,2023,66,49462.121212121216,2023-12-04,10억 미만
성북구,하월곡동,월곡두산위브,2023,66,71815.60606060606,2023-12-23,10억 미만
성북구,장위동,래미안장위퍼스트하이,2023,66,88792.42424242424,2023-12-30,10억 미만
성북구,보문동6가,보문파크뷰자이,2024,66,93836.36363636363,2024-11-30,10억 미만
구로구,개봉동,현대,2023,66,72473.48484848485,2023-12-21,10억 미만
동작구,사당동,대림(169-8),2025,66,138307.57575757575,2025-12-26,10억~15억
동작구,사당동,사당우성2,2025,66,135830.30303030304,2025-12-29,10억~15억
노원구,공릉동,태릉해링턴플레이스,2025,65,93575.38461538461,2025-12-31,10억 미만
노원구,상계동,상계주공14(고층),2025,65,43086.92307692308,2025-12-31,10억 미만
송파구,방이동,올림픽선수기자촌1단지,2024,65,216266.15384615384,2024-12-19,20억 이상
강서구,가양동,가양6단지,2024,65,71991.23076923077,2024-12-30,10억 미만
강동구,암사동,프라이어팰리스,2024,65,119085.38461538461,2024-12-30,10억~15억
성동구,금호동4가,서울숲푸르지오,2024,65,158869.23076923078,2024-11-24,15억~20억
강남구,대치동,은마,2024,65,258320.0,2024-12-12,20억 이상
노원구,중계동,중계무지개,2024,65,45597.692307692305,2024-12-15,10억 미만
양천구,신정동,목동신시가지12,2025,65,173895.38461538462,2025-12-30,15억~20억
양천구,신정동,목동신시가지9,2025,65,221278.46153846153,2025-12-29,20억 이상
성동구,마장동,현대,2025,65,99726.15384615384,2025-12-31,10억 미만
관악구,봉천동,관악드림(삼성),2024,65,85669.23076923077,2024-12-31,10억 미만
성동구,응봉동,대림강변타운,2024,65,125233.84615384616,2024-12-21,10억~15억
동대문구,장안동,장안힐스테이트,2025,65,96461.53846153847,2025-10-18,10억 미만
영등포구,신길동,우성2,2025,65,112963.84615384616,2025-12-19,10억~15억
성북구,석관동,두산,2024,64,71935.953125,2024-12-25,10억 미만
성동구,행당동,서울숲리버뷰자이,2025,64,231679.6875,2025-10-17,20억 이상
서대문구,창천동,(72-31),2024,64,27575.125,2024-12-13,10억 미만
도봉구,쌍문동,삼익세라믹,2024,64,35703.90625,2024-12-23,10억 미만
